park,unit_code,park_type,region,state,year,month,recreation_visits,recreation_hours
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2024.0,1.0,8420,8420
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2024.0,2.0,10208,10208
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2024.0,3.0,17282,17282
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2024.0,4.0,26666,26666
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2024.0,5.0,25300,25300
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2024.0,6.0,29515,29515
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2024.0,7.0,32676,32676
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2024.0,8.0,35546,35546
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2024.0,9.0,23124,23124
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2024.0,10.0,17324,17324
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2024.0,11.0,14594,14594
Abraham Lincoln Birthplace NHP,ABLI,National Historical Park,Southeast ,KY,2024.0,12.0,8511,8511
Acadia NP,ACAD,National Park,Northeast ,ME,2024.0,1.0,15538,102548
Acadia NP,ACAD,National Park,Northeast ,ME,2024.0,2.0,14071,92870
Acadia NP,ACAD,National Park,Northeast ,ME,2024.0,3.0,25696,169596
Acadia NP,ACAD,National Park,Northeast ,ME,2024.0,4.0,95165,551957
Acadia NP,ACAD,National Park,Northeast ,ME,2024.0,5.0,320885,2285053
Acadia NP,ACAD,National Park,Northeast ,ME,2024.0,6.0,599015,4602445
Acadia NP,ACAD,National Park,Northeast ,ME,2024.0,7.0,791029,5273128
Acadia NP,ACAD,National Park,Northeast ,ME,2024.0,8.0,795332,5289803
Acadia NP,ACAD,National Park,Northeast ,ME,2024.0,9.0,646116,4119237
Acadia NP,ACAD,National Park,Northeast ,ME,2024.0,10.0,567466,3914020
Acadia NP,ACAD,National Park,Northeast ,ME,2024.0,11.0,76388,458329
Acadia NP,ACAD,National Park,Northeast ,ME,2024.0,12.0,14960,89762
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2024.0,1.0,391,196
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2024.0,2.0,461,230
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2024.0,3.0,489,244
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2024.0,4.0,693,693
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2024.0,5.0,5750,5750
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2024.0,6.0,8451,8451
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2024.0,7.0,9129,9129
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2024.0,8.0,6447,6447
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2024.0,9.0,5309,5309
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2024.0,10.0,7747,7747
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2024.0,11.0,430,430
Adams NHP,ADAM,National Historical Park,Northeast ,MA,2024.0,12.0,359,180
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2024.0,1.0,2144,1292
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2024.0,2.0,3234,2302
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2024.0,3.0,3510,2179
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2024.0,4.0,3271,2026
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2024.0,5.0,3597,2266
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2024.0,6.0,4143,2597
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2024.0,7.0,2604,1574
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2024.0,8.0,2300,1427
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2024.0,9.0,2135,1277
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2024.0,10.0,4288,2564
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2024.0,11.0,3200,1923
African Burial Ground NM,AFBG,National Monument,Northeast ,NY,2024.0,12.0,1581,1001
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2024.0,1.0,69,184
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2024.0,2.0,172,418
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2024.0,3.0,637,1918
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2024.0,4.0,732,2226
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2024.0,5.0,2387,6386
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2024.0,6.0,3776,9682
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2024.0,7.0,3998,9758
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2024.0,8.0,2786,6562
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2024.0,9.0,2706,6702
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2024.0,10.0,1490,4042
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2024.0,11.0,431,1501
Agate Fossil Beds NM,AGFO,National Monument,Midwest ,NE,2024.0,12.0,211,528
Alagnak WR,ALAG,National Wild & Scenic River,Alaska,,2024.0,1.0,0,0
Alagnak WR,ALAG,National Wild & Scenic River,Alaska,,2024.0,2.0,0,0
Alagnak WR,ALAG,National Wild & Scenic River,Alaska,,2024.0,3.0,0,0
Alagnak WR,ALAG,National Wild & Scenic River,Alaska,,2024.0,4.0,0,0
Alagnak WR,ALAG,National Wild & Scenic River,Alaska,,2024.0,5.0,0,0
Alagnak WR,ALAG,National Wild & Scenic River,Alaska,,2024.0,6.0,16,292
Alagnak WR,ALAG,National Wild & Scenic River,Alaska,,2024.0,7.0,132,6224
Alagnak WR,ALAG,National Wild & Scenic River,Alaska,,2024.0,8.0,106,2082
Alagnak WR,ALAG,National Wild & Scenic River,Alaska,,2024.0,9.0,24,948
Alagnak WR,ALAG,National Wild & Scenic River,Alaska,,2024.0,10.0,0,0
Alagnak WR,ALAG,National Wild & Scenic River,Alaska,,2024.0,11.0,0,0
Alagnak WR,ALAG,National Wild & Scenic River,Alaska,,2024.0,12.0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2024.0,1.0,284,710
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2024.0,2.0,123,308
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2024.0,3.0,0,0
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2024.0,4.0,1001,2502
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2024.0,5.0,1207,3018
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2024.0,6.0,952,2380
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2024.0,7.0,955,2388
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2024.0,8.0,578,1445
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2024.0,9.0,702,1755
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2024.0,10.0,1152,2880
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2024.0,11.0,1101,2752
Alibates Flint Quarries NM,ALFL,National Monument,Intermountain ,TX,2024.0,12.0,503,1258
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2024.0,1.0,4851,8316
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2024.0,2.0,12328,19428
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2024.0,3.0,16536,25496
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2024.0,4.0,19905,30830
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2024.0,5.0,18057,28887
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2024.0,6.0,20887,33881
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2024.0,7.0,21659,35935
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2024.0,8.0,20841,34730
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2024.0,9.0,17608,30191
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2024.0,10.0,19527,32707
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2024.0,11.0,12431,20190
Allegheny Portage Railroad NHS,ALPO,National Historic Site,Northeast ,PA,2024.0,12.0,9273,15255
Amache NHS,AMCH,National Historic Site,Intermountain ,,2024.0,1.0,0,0
Amache NHS,AMCH,National Historic Site,Intermountain ,,2024.0,2.0,0,0
Amache NHS,AMCH,National Historic Site,Intermountain ,,2024.0,3.0,0,0
Amache NHS,AMCH,National Historic Site,Intermountain ,,2024.0,4.0,0,0
Amache NHS,AMCH,National Historic Site,Intermountain ,,2024.0,5.0,0,0
Amache NHS,AMCH,National Historic Site,Intermountain ,,2024.0,6.0,0,0
Amache NHS,AMCH,National Historic Site,Intermountain ,,2024.0,7.0,1101,1101
Amache NHS,AMCH,National Historic Site,Intermountain ,,2024.0,8.0,749,749
Amache NHS,AMCH,National Historic Site,Intermountain ,,2024.0,9.0,1278,1278
Amache NHS,AMCH,National Historic Site,Intermountain ,,2024.0,10.0,749,749
Amache NHS,AMCH,National Historic Site,Intermountain ,,2024.0,11.0,505,505
Amache NHS,AMCH,National Historic Site,Intermountain ,,2024.0,12.0,389,389
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2024.0,1.0,47884,359726
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2024.0,2.0,57106,427045
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2024.0,3.0,81228,607541
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2024.0,4.0,101092,753935
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2024.0,5.0,98762,724054
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2024.0,6.0,71935,525813
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2024.0,7.0,88136,643723
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2024.0,8.0,53964,394894
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2024.0,9.0,57151,418702
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2024.0,10.0,61421,452245
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2024.0,11.0,54403,407372
Amistad NRA,AMIS,National Recreation Area,Intermountain ,TX,2024.0,12.0,59212,455765
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2024.0,1.0,3088,6175
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2024.0,2.0,6272,12544
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2024.0,3.0,7028,14056
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2024.0,4.0,7538,15077
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2024.0,5.0,9948,19897
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2024.0,6.0,6370,12740
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2024.0,7.0,6462,12924
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2024.0,8.0,4424,8849
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2024.0,9.0,2777,5554
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2024.0,10.0,5702,11404
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2024.0,11.0,4962,9924
Andersonville NHS,ANDE,National Historic Site,Southeast ,GA,2024.0,12.0,8354,16708
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TN,2024.0,1.0,2124,846
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TN,2024.0,2.0,4481,1797
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TN,2024.0,3.0,4291,2142
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TN,2024.0,4.0,4262,2090
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TN,2024.0,5.0,9965,4512
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TN,2024.0,6.0,5018,2738
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TN,2024.0,7.0,5607,3040
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TN,2024.0,8.0,4521,2343
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TN,2024.0,9.0,4939,2289
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TN,2024.0,10.0,4495,2051
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TN,2024.0,11.0,3377,1518
Andrew Johnson NHS,ANJO,National Historic Site,Southeast ,TN,2024.0,12.0,2190,941
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2024.0,1.0,0,0
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2024.0,2.0,0,0
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2024.0,3.0,0,0
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2024.0,4.0,0,0
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2024.0,5.0,40,4900
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2024.0,6.0,30,970
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2024.0,7.0,42,1314
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2024.0,8.0,51,357
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2024.0,9.0,28,1716
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2024.0,10.0,0,0
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2024.0,11.0,0,0
Aniakchak NM & PRES,ANIA,National Monument,Alaska,AK,2024.0,12.0,0,0
Antietam NB,ANTI,National Battlefield,National Capital ,MD,2024.0,1.0,2591,5183
Antietam NB,ANTI,National Battlefield,National Capital ,MD,2024.0,2.0,5758,11516
Antietam NB,ANTI,National Battlefield,National Capital ,MD,2024.0,3.0,9424,18848
Antietam NB,ANTI,National Battlefield,National Capital ,MD,2024.0,4.0,13427,28235
Antietam NB,ANTI,National Battlefield,National Capital ,MD,2024.0,5.0,19036,40022
Antietam NB,ANTI,National Battlefield,National Capital ,MD,2024.0,6.0,24542,49864
Antietam NB,ANTI,National Battlefield,National Capital ,MD,2024.0,7.0,15876,31992
Antietam NB,ANTI,National Battlefield,National Capital ,MD,2024.0,8.0,17408,39346
Antietam NB,ANTI,National Battlefield,National Capital ,MD,2024.0,9.0,23132,47404
Antietam NB,ANTI,National Battlefield,National Capital ,MD,2024.0,10.0,25545,58380
Antietam NB,ANTI,National Battlefield,National Capital ,MD,2024.0,11.0,17027,35896
Antietam NB,ANTI,National Battlefield,National Capital ,MD,2024.0,12.0,23574,32679
Apostle Islands NL,APIS,National Lakeshore,Midwest ,WI,2024.0,1.0,2748,3497
Apostle Islands NL,APIS,National Lakeshore,Midwest ,WI,2024.0,2.0,4213,6111
Apostle Islands NL,APIS,National Lakeshore,Midwest ,WI,2024.0,3.0,4576,6064
Apostle Islands NL,APIS,National Lakeshore,Midwest ,WI,2024.0,4.0,6386,7050
Apostle Islands NL,APIS,National Lakeshore,Midwest ,WI,2024.0,5.0,13296,35151
Apostle Islands NL,APIS,National Lakeshore,Midwest ,WI,2024.0,6.0,35758,125773
Apostle Islands NL,APIS,National Lakeshore,Midwest ,WI,2024.0,7.0,64979,248545
Apostle Islands NL,APIS,National Lakeshore,Midwest ,WI,2024.0,8.0,63672,252527
Apostle Islands NL,APIS,National Lakeshore,Midwest ,WI,2024.0,9.0,38387,122253
Apostle Islands NL,APIS,National Lakeshore,Midwest ,WI,2024.0,10.0,13683,32223
Apostle Islands NL,APIS,National Lakeshore,Midwest ,WI,2024.0,11.0,3882,8053
Apostle Islands NL,APIS,National Lakeshore,Midwest ,WI,2024.0,12.0,2123,2874
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,VA,2024.0,1.0,1676,2434
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,VA,2024.0,2.0,2986,4337
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,VA,2024.0,3.0,6421,9326
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,VA,2024.0,4.0,10342,15021
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,VA,2024.0,5.0,12205,17727
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,VA,2024.0,6.0,11037,16029
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,VA,2024.0,7.0,9220,13391
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,VA,2024.0,8.0,7467,10844
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,VA,2024.0,9.0,6892,10010
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,VA,2024.0,10.0,8063,11711
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,VA,2024.0,11.0,5166,7503
Appomattox Court House NHP,APCO,National Historical Park,Northeast ,VA,2024.0,12.0,2294,3332
Arches NP,ARCH,National Park,Intermountain ,UT,2024.0,1.0,28088,182778
Arches NP,ARCH,National Park,Intermountain ,UT,2024.0,2.0,51510,338902
Arches NP,ARCH,National Park,Intermountain ,UT,2024.0,3.0,143166,905924
Arches NP,ARCH,National Park,Intermountain ,UT,2024.0,4.0,156720,1051783
Arches NP,ARCH,National Park,Intermountain ,UT,2024.0,5.0,195379,1283085
Arches NP,ARCH,National Park,Intermountain ,UT,2024.0,6.0,180563,1173154
Arches NP,ARCH,National Park,Intermountain ,UT,2024.0,7.0,156052,1136373
Arches NP,ARCH,National Park,Intermountain ,UT,2024.0,8.0,143726,989693
Arches NP,ARCH,National Park,Intermountain ,UT,2024.0,9.0,148366,976340
Arches NP,ARCH,National Park,Intermountain ,UT,2024.0,10.0,135716,918246
Arches NP,ARCH,National Park,Intermountain ,UT,2024.0,11.0,78397,515807
Arches NP,ARCH,National Park,Intermountain ,UT,2024.0,12.0,48845,310226
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,AR,2024.0,1.0,1157,1736
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,AR,2024.0,2.0,1196,1793
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,AR,2024.0,3.0,1890,2835
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,AR,2024.0,4.0,2520,3780
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,AR,2024.0,5.0,3750,5625
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,AR,2024.0,6.0,3250,4875
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,AR,2024.0,7.0,3375,5062
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,AR,2024.0,8.0,2500,3750
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,AR,2024.0,9.0,1470,2205
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,AR,2024.0,10.0,1680,2520
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,AR,2024.0,11.0,1890,2835
Arkansas Post NMEM,ARPO,National Memorial,Midwest ,AR,2024.0,12.0,1525,2287
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital ,VA,2024.0,1.0,11195,5597
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital ,VA,2024.0,2.0,18660,9330
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital ,VA,2024.0,3.0,55018,27509
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital ,VA,2024.0,4.0,56646,28323
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital ,VA,2024.0,5.0,59481,29741
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital ,VA,2024.0,6.0,56247,28124
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital ,VA,2024.0,7.0,42471,21236
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital ,VA,2024.0,8.0,31985,15992
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital ,VA,2024.0,9.0,31452,15726
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital ,VA,2024.0,10.0,40897,20448
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital ,VA,2024.0,11.0,24900,12450
Arlington House The R.E. Lee MEM,ARHO,National Memorial,National Capital ,VA,2024.0,12.0,18689,9344
Assateague Island NS,ASIS,National Seashore,Northeast ,MD,2024.0,1.0,49431,404736
Assateague Island NS,ASIS,National Seashore,Northeast ,MD,2024.0,2.0,57928,474125
Assateague Island NS,ASIS,National Seashore,Northeast ,MD,2024.0,3.0,85551,755272
Assateague Island NS,ASIS,National Seashore,Northeast ,MD,2024.0,4.0,136575,1230085
Assateague Island NS,ASIS,National Seashore,Northeast ,MD,2024.0,5.0,202034,1764307
Assateague Island NS,ASIS,National Seashore,Northeast ,MD,2024.0,6.0,363014,3093481
Assateague Island NS,ASIS,National Seashore,Northeast ,MD,2024.0,7.0,444778,3755811
Assateague Island NS,ASIS,National Seashore,Northeast ,MD,2024.0,8.0,407639,3445859
Assateague Island NS,ASIS,National Seashore,Northeast ,MD,2024.0,9.0,206776,1811968
Assateague Island NS,ASIS,National Seashore,Northeast ,MD,2024.0,10.0,164110,1460552
Assateague Island NS,ASIS,National Seashore,Northeast ,MD,2024.0,11.0,108032,942822
Assateague Island NS,ASIS,National Seashore,Northeast ,MD,2024.0,12.0,56630,465215
Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2024.0,1.0,861,1292
Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2024.0,2.0,1262,1893
Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2024.0,3.0,3543,5314
Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2024.0,4.0,4418,6627
Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2024.0,5.0,4940,7410
Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2024.0,6.0,6208,9312
Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2024.0,7.0,3550,5325
Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2024.0,8.0,5081,7622
Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2024.0,9.0,4221,6332
Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2024.0,10.0,1868,2802
Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2024.0,11.0,2891,4336
Aztec Ruins NM,AZRU,National Monument,Intermountain ,NM,2024.0,12.0,1176,1764
Badlands NP,BADL,National Park,Midwest ,SD,2024.0,1.0,8549,33400
Badlands NP,BADL,National Park,Midwest ,SD,2024.0,2.0,10397,40800
Badlands NP,BADL,National Park,Midwest ,SD,2024.0,3.0,25776,101270
Badlands NP,BADL,National Park,Midwest ,SD,2024.0,4.0,37328,158778
Badlands NP,BADL,National Park,Midwest ,SD,2024.0,5.0,109385,530198
Badlands NP,BADL,National Park,Midwest ,SD,2024.0,6.0,218729,986183
Badlands NP,BADL,National Park,Midwest ,SD,2024.0,7.0,234886,986903
Badlands NP,BADL,National Park,Midwest ,SD,2024.0,8.0,199919,842528
Badlands NP,BADL,National Park,Midwest ,SD,2024.0,9.0,139875,601851
Badlands NP,BADL,National Park,Midwest ,SD,2024.0,10.0,71915,311622
Badlands NP,BADL,National Park,Midwest ,SD,2024.0,11.0,22887,89980
Badlands NP,BADL,National Park,Midwest ,SD,2024.0,12.0,14599,57297
Bandelier NM,BAND,National Monument,Intermountain ,NM,2024.0,1.0,3804,13635
Bandelier NM,BAND,National Monument,Intermountain ,NM,2024.0,2.0,5417,22890
Bandelier NM,BAND,National Monument,Intermountain ,NM,2024.0,3.0,21810,93572
Bandelier NM,BAND,National Monument,Intermountain ,NM,2024.0,4.0,22830,135410
Bandelier NM,BAND,National Monument,Intermountain ,NM,2024.0,5.0,24287,173852
Bandelier NM,BAND,National Monument,Intermountain ,NM,2024.0,6.0,20730,134522
Bandelier NM,BAND,National Monument,Intermountain ,NM,2024.0,7.0,20333,116122
Bandelier NM,BAND,National Monument,Intermountain ,NM,2024.0,8.0,17975,107688
Bandelier NM,BAND,National Monument,Intermountain ,NM,2024.0,9.0,19609,127872
Bandelier NM,BAND,National Monument,Intermountain ,NM,2024.0,10.0,25406,133163
Bandelier NM,BAND,National Monument,Intermountain ,NM,2024.0,11.0,13880,53399
Bandelier NM,BAND,National Monument,Intermountain ,NM,2024.0,12.0,17514,53306
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital ,,2024.0,1.0,370,370
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital ,,2024.0,2.0,470,470
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital ,,2024.0,3.0,1760,1760
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital ,,2024.0,4.0,600,600
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital ,,2024.0,5.0,415,415
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital ,,2024.0,6.0,636,636
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital ,,2024.0,7.0,761,761
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital ,,2024.0,8.0,556,556
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital ,,2024.0,9.0,531,531
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital ,,2024.0,10.0,427,427
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital ,,2024.0,11.0,635,635
Belmont-Paul Women's Equality NM,BEPA,National Monument,National Capital ,,2024.0,12.0,543,543
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain ,CO,2024.0,1.0,164,287
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain ,CO,2024.0,2.0,223,390
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain ,CO,2024.0,3.0,1061,1857
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain ,CO,2024.0,4.0,1966,3440
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain ,CO,2024.0,5.0,2754,4820
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain ,CO,2024.0,6.0,2359,4128
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain ,CO,2024.0,7.0,2023,3540
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain ,CO,2024.0,8.0,1705,2984
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain ,CO,2024.0,9.0,1951,3414
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain ,CO,2024.0,10.0,1362,2384
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain ,CO,2024.0,11.0,378,662
Bent's Old Fort NHS,BEOL,National Historic Site,Intermountain ,CO,2024.0,12.0,156,273
Bering Land Bridge NPRES,BELA,National Preserve,Alaska,AK,2024.0,1.0,260,3540
Bering Land Bridge NPRES,BELA,National Preserve,Alaska,AK,2024.0,2.0,127,2061
Bering Land Bridge NPRES,BELA,National Preserve,Alaska,AK,2024.0,3.0,292,5052
Bering Land Bridge NPRES,BELA,National Preserve,Alaska,AK,2024.0,4.0,216,3096
Bering Land Bridge NPRES,BELA,National Preserve,Alaska,AK,2024.0,5.0,172,1764
Bering Land Bridge NPRES,BELA,National Preserve,Alaska,AK,2024.0,6.0,148,1788
Bering Land Bridge NPRES,BELA,National Preserve,Alaska,AK,2024.0,7.0,438,5490
